"UF","DOC_KEY","QTD_POLOS_MESMO_DOC","CERTEZA_VINCULO","INSTITUICAO","NOME_POLO_OU_CAMPUS","MUNICIPIO_POLO","NOME_ARQUIVO_LOCAL","CAMINHO_ARQUIVO_LOCAL","PPC_COMPARTILHADO"
"BA","50D0581EBCE12977A68F6C051CEC17E664A87283D57979BF4172CB01BA78D0F5","1","ALTA","UNEB","Campus VII - Senhor do Bonfim","Senhor do Bonfim","BA__Instituto_Federal_de_Educacao_Ciencia_e_Tecnologia_da_Bahia_IFBA__PRESENCIAL__POLO__Campus_de_Salvador__Salvador__2015__DOC0009.pdf","C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\BA\BA__Instituto_Federal_de_Educacao_Ciencia_e_Tecnologia_da_Bahia_IFBA__PRESENCIAL__POLO__Campus_de_Salvador__Salvador__2015__DOC0009.pdf","NAO"
"BA","58CA945D4F1DA1CFE83BE306A37E6E1344E198F3C2CF629B0F8D8DCE95844958","1","ALTA","UNEB","SÍTIO DO QUINTO - UAB","Sítio do Quinto","BA__Universidade_Federal_da_Paraiba_UFPB__EAD__POLOS_1__Esplanada__2011__DOC0002.pdf","c:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\BA\BA__Universidade_Federal_da_Paraiba_UFPB__EAD__POLOS_1__Esplanada__2011__DOC0002.pdf","SIM"
"BA","5EA256B61E86E077AB8B826BA262D8EF27F7BA625555704CDBEF05E183372CD5","2","ALTA","UEFS","Universidade Estadual de Feira de Santana - UEFS","Feira de Santana","BA__Universidade_Estadual_de_Feira_de_Santana_UEFS__PRESENCIAL__POLO__Universidade_Estadual_de_Feira_de_Santana_UEFS__Feira_de_Santana__2019__DOC0014.pdf","C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\BA\BA__Universidade_Estadual_de_Feira_de_Santana_UEFS__PRESENCIAL__POLO__Universidade_Estadual_de_Feira_de_Santana_UEFS__Feira_de_Santana__2019__DOC0014.pdf","SIM"
"BA","5EA256B61E86E077AB8B826BA262D8EF27F7BA625555704CDBEF05E183372CD5","2","ALTA","UNEB","UNEAD - Amargosa","Amargosa","BA__Universidade_Estadual_de_Feira_de_Santana_UEFS__PRESENCIAL__POLO__Universidade_Estadual_de_Feira_de_Santana_UEFS__Feira_de_Santana__2019__DOC0014.pdf","C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\BA\BA__Universidade_Estadual_de_Feira_de_Santana_UEFS__PRESENCIAL__POLO__Universidade_Estadual_de_Feira_de_Santana_UEFS__Feira_de_Santana__2019__DOC0014.pdf","SIM"
"BA","5F1C6BBD24EC0F4D026396DFB44ED6DFA1562AF3D23414FC43FF63F700ADAB84","1","ALTA","UFSB","Sosígenes Costa","Porto Seguro","BA__UFSB__PRESENCIAL__POLO__Sosigenes_Costa__Porto_Seguro__NAO_ENCONTRADO__DOC0007.pdf","C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\BA\BA__UFSB__PRESENCIAL__POLO__Sosigenes_Costa__Porto_Seguro__NAO_ENCONTRADO__DOC0007.pdf","NAO"
"BA","6229BB5B33F5F29410C77139432A3C4FDEB6D9C6C75B841B024739F3F9DBEA4E","1","ALTA","UFSB","Paulo Freire","Teixeira de Freitas","BA__UFSB__PRESENCIAL__POLO__Paulo_Freire__Teixeira_de_Freitas__NAO_ENCONTRADO__DOC0005.pdf","C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\BA\BA__UFSB__PRESENCIAL__POLO__Paulo_Freire__Teixeira_de_Freitas__NAO_ENCONTRADO__DOC0005.pdf","NAO"
"BA","67937C340AB2287827C203A5D91FEAD03ADFA89A8FB75A88E6202A2D7768D6F9","1","ALTA","UFBA","Dias D Avila - Nova Dias D Avila","Dias d´Ávila","BA__Universidade_Federal_da_Bahia_UFBA__EAD__POLOS_2__Brumado_Santo_Estevao__NAO_ENCONTRADO__DOC0001.pdf","c:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\BA\BA__Universidade_Federal_da_Bahia_UFBA__EAD__POLOS_2__Brumado_Santo_Estevao__NAO_ENCONTRADO__DOC0001.pdf","SIM"
"BA","69075740C3736FF43C97552F9D53AC189035FE18CF67E81623EFB6BFD7FBA64E","2","ALTA","UNEB","Campus VI - Caetité","Caetité","BA__UFRB__EAD__POLOS_4__Rio_Real_Teodoro_Sampaio_Simoes_Filho_Itabuna__NAO_ENCONTRADO__DOC0013.pdf","C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\BA\BA__UFRB__EAD__POLOS_4__Rio_Real_Teodoro_Sampaio_Simoes_Filho_Itabuna__NAO_ENCONTRADO__DOC0013.pdf","SIM"
"BA","69075740C3736FF43C97552F9D53AC189035FE18CF67E81623EFB6BFD7FBA64E","2","ALTA","UNEB","UNEAD","Barreiras","BA__UFRB__EAD__POLOS_4__Rio_Real_Teodoro_Sampaio_Simoes_Filho_Itabuna__NAO_ENCONTRADO__DOC0013.pdf","C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\BA\BA__UFRB__EAD__POLOS_4__Rio_Real_Teodoro_Sampaio_Simoes_Filho_Itabuna__NAO_ENCONTRADO__DOC0013.pdf","SIM"
"BA","698FF7879F56570A79FD23E60E708BC6D9C1589B0916117ABE5C5D73C8003C14","1","ALTA","UNEB","Campus IX - Barreiras","Barreiras","BA__UNEB__PRESENCIAL__POLOS_1__Barreiras__NAO_ENCONTRADO__DOC0010.pdf","C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\BA\BA__UNEB__PRESENCIAL__POLOS_1__Barreiras__NAO_ENCONTRADO__DOC0010.pdf","SIM"
"BA","85312007E0A84DB7C5A23AB826176E79BB0394F76D1BE6C8DA1098D42436F13D","1","ALTA","UNEB","Polo UAB - IRECE","Irecê","BA__UESB__PRESENCIAL__POLO__Campus_de_Jequie__Jequie__NAO_ENCONTRADO__DOC0005.pdf","C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\BA\BA__UESB__PRESENCIAL__POLO__Campus_de_Jequie__Jequie__NAO_ENCONTRADO__DOC0005.pdf","NAO"
"BA","B16972EC399F17CB7EDC4978E89B60D1A4B75369A3849E2B76D9DD192A566D0B","2","ALTA","UFOB","Campus Reitor Edgard Santos","Barreiras","BA__Universidade_Federal_do_Oeste_da_Bahia_UFOB__PRESENCIAL__POLOS_1__Barreiras__2023__DOC0015.pdf","C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\BA\BA__Universidade_Federal_do_Oeste_da_Bahia_UFOB__PRESENCIAL__POLOS_1__Barreiras__2023__DOC0015.pdf","SIM"
"BA","B16972EC399F17CB7EDC4978E89B60D1A4B75369A3849E2B76D9DD192A566D0B","2","ALTA","UNEB","Polo UAB - SANTO ESTEVAO","Santo Estêvão","BA__Universidade_Federal_do_Oeste_da_Bahia_UFOB__PRESENCIAL__POLOS_1__Barreiras__2023__DOC0015.pdf","C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\BA\BA__Universidade_Federal_do_Oeste_da_Bahia_UFOB__PRESENCIAL__POLOS_1__Barreiras__2023__DOC0015.pdf","SIM"
"BA","BDB19A70728FBD0C968EE494FEA139D2CD96D42FF3309294056B320824A376C4","1","ALTA","UESB","CAMPUS  - VITÓRIA DA CONQUISTA - ZONA RURAL","Vitória da Conquista","BA__UESB__PRESENCIAL__POLOS_2__Vitoria_da_Conquista__2023__DOC0012.pdf","C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\BA\BA__UESB__PRESENCIAL__POLOS_2__Vitoria_da_Conquista__2023__DOC0012.pdf","NAO"
"BA","BF02378178787B4C451812FCFD6EED6B3BF44E16FAC79BE35C832865AE01DC8B","1","ALTA","UFBA","POLO ITABERABA-BA CENTRO","Itaberaba","BA__UNEB__PRESENCIAL__POLO__Campus_X_Teixeira_de_Freitas__Teixeira_de_Freitas__NAO_ENCONTRADO__DOC0002.pdf","C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\BA\BA__UNEB__PRESENCIAL__POLO__Campus_X_Teixeira_de_Freitas__Teixeira_de_Freitas__NAO_ENCONTRADO__DOC0002.pdf","NAO"
"BA","D3D456FA1050C21C06F9EAD422A09EFF2ECEFCC7B4CB93268C9F63368C9C69BE","1","ALTA","UFRB","Polo UAB: SIMOES FILHO - CIA I","Simões Filho","BA__UFRB__EAD__POLOS_1__Simoes_Filho__NAO_ENCONTRADO__DOC0003.pdf","C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\BA\BA__UFRB__EAD__POLOS_1__Simoes_Filho__NAO_ENCONTRADO__DOC0003.pdf","SIM"
"BA","EC4348CDE6A67743A4C12AD61A628BCA9395DD9F1B3080DD2D37498FEBFB3247","2","ALTA","UFRB","Polo UAB: MACAUBAS - ALTO ALEXANDRINO","Macaúbas","BA__UNEB__PRESENCIAL__POLO__Campus_VIII_Paulo_Afonso__Paulo_Afonso__NA__DOC0006.pdf","C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\BA\BA__UNEB__PRESENCIAL__POLO__Campus_VIII_Paulo_Afonso__Paulo_Afonso__NA__DOC0006.pdf","NAO"
"BA","EC4348CDE6A67743A4C12AD61A628BCA9395DD9F1B3080DD2D37498FEBFB3247","2","ALTA","UNEB","Campus VIII - Paulo Afonso","Paulo Afonso","BA__UNEB__PRESENCIAL__POLO__Campus_VIII_Paulo_Afonso__Paulo_Afonso__NA__DOC0006.pdf","C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\BA\BA__UNEB__PRESENCIAL__POLO__Campus_VIII_Paulo_Afonso__Paulo_Afonso__NA__DOC0006.pdf","NAO"
"BA","EE12BA1E3E451CFB965340844A3894927AC0FC0EA750021A3B1E7C5CB33A7690","4","ALTA","IFBA","Campus Eunápolis","Eunápolis","BA__Instituto_Federal_de_Educacao_Ciencia_e_Tecnologia_da_Bahia_IFBA__EAD__POLOS_6__Paulo_Afonso_Dias_d_Avila_Euclides_da_Cunha_Irece_Seabra_Salvador__2023__DOC0006.pdf","C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\BA\BA__Instituto_Federal_de_Educacao_Ciencia_e_Tecnologia_da_Bahia_IFBA__EAD__POLOS_6__Paulo_Afonso_Dias_d_Avila_Euclides_da_Cunha_Irece_Seabra_Salvador__2023__DOC0006.pdf","SIM"
"BA","EE12BA1E3E451CFB965340844A3894927AC0FC0EA750021A3B1E7C5CB33A7690","4","ALTA","IFBA","Polo UAB de Dias D' Ávila","Dias d´Ávila","BA__Instituto_Federal_de_Educacao_Ciencia_e_Tecnologia_da_Bahia_IFBA__EAD__POLOS_6__Paulo_Afonso_Dias_d_Avila_Euclides_da_Cunha_Irece_Seabra_Salvador__2023__DOC0006.pdf","C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\BA\BA__Instituto_Federal_de_Educacao_Ciencia_e_Tecnologia_da_Bahia_IFBA__EAD__POLOS_6__Paulo_Afonso_Dias_d_Avila_Euclides_da_Cunha_Irece_Seabra_Salvador__2023__DOC0006.pdf","SIM"
"BA","EE12BA1E3E451CFB965340844A3894927AC0FC0EA750021A3B1E7C5CB33A7690","4","ALTA","UFRB","Polo UAB: ITABUNA - LOMANTO JUNIOR","Itabuna","BA__Instituto_Federal_de_Educacao_Ciencia_e_Tecnologia_da_Bahia_IFBA__EAD__POLOS_6__Paulo_Afonso_Dias_d_Avila_Euclides_da_Cunha_Irece_Seabra_Salvador__2023__DOC0006.pdf","C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\BA\BA__Instituto_Federal_de_Educacao_Ciencia_e_Tecnologia_da_Bahia_IFBA__EAD__POLOS_6__Paulo_Afonso_Dias_d_Avila_Euclides_da_Cunha_Irece_Seabra_Salvador__2023__DOC0006.pdf","SIM"
"BA","EE12BA1E3E451CFB965340844A3894927AC0FC0EA750021A3B1E7C5CB33A7690","4","ALTA","UNEB","UNEAD","Brumado","BA__Instituto_Federal_de_Educacao_Ciencia_e_Tecnologia_da_Bahia_IFBA__EAD__POLOS_6__Paulo_Afonso_Dias_d_Avila_Euclides_da_Cunha_Irece_Seabra_Salvador__2023__DOC0006.pdf","C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\BA\BA__Instituto_Federal_de_Educacao_Ciencia_e_Tecnologia_da_Bahia_IFBA__EAD__POLOS_6__Paulo_Afonso_Dias_d_Avila_Euclides_da_Cunha_Irece_Seabra_Salvador__2023__DOC0006.pdf","SIM"
"BA","F03EC5E9F232FFB71778CCF7039D8CEF4EEC1151D31F5952F44F957751230C0A","1","ALTA","UFSB","Jorge Amado","Itabuna","BA__UFSB__PRESENCIAL__POLO__Jorge_Amado__Itabuna__NAO_ENCONTRADO__DOC0008.pdf","C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\BA\BA__UFSB__PRESENCIAL__POLO__Jorge_Amado__Itabuna__NAO_ENCONTRADO__DOC0008.pdf","NAO"
"BA","F1A3D1FA1B9AC4B4EC36EC1E3E915010DFC31958B284907795FE369BAAF28EA4","3","ALTA","UFBA","CAMPUS SALVADOR - ONDINA - Unidades da Rua Barão de Geremoabo","Salvador","BA__UFBA__PRESENCIAL__POLOS_2__Salvador__2009__DOC0010.pdf","C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\BA\BA__UFBA__PRESENCIAL__POLOS_2__Salvador__2009__DOC0010.pdf","SIM"
"BA","F1A3D1FA1B9AC4B4EC36EC1E3E915010DFC31958B284907795FE369BAAF28EA4","3","ALTA","UFBA","POLO IBOTIRAMA-BA IBOTIRAMINHA","Ibotirama","BA__UFBA__PRESENCIAL__POLOS_2__Salvador__2009__DOC0010.pdf","C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\BA\BA__UFBA__PRESENCIAL__POLOS_2__Salvador__2009__DOC0010.pdf","SIM"
"BA","F1A3D1FA1B9AC4B4EC36EC1E3E915010DFC31958B284907795FE369BAAF28EA4","3","ALTA","UNEB","UNEAD - Alagoinhas","Alagoinhas","BA__UFBA__PRESENCIAL__POLOS_2__Salvador__2009__DOC0010.pdf","C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\BA\BA__UFBA__PRESENCIAL__POLOS_2__Salvador__2009__DOC0010.pdf","SIM"
"CE","08542B93E793FA14B58A4DEBA96FBF62FAD6B976DE027A6FFCDF18171F04D095","1","ALTA","UECE","POLO UAB - BREJO SANTO","Brejo Santo","CE__Instituto_Federal_de_Educacao_Ciencia_e_Tecnologia_do_Ceara_IFCE__PRESENCIAL__POLO__Campus_Maracanau__Maracanau__2023__DOC0014.pdf","c:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\CE\CE__Instituto_Federal_de_Educacao_Ciencia_e_Tecnologia_do_Ceara_IFCE__PRESENCIAL__POLO__Campus_Maracanau__Maracanau__2023__DOC0014.pdf","NAO"
"CE","0940812DB0319847332B24FB366A28E5F62393100036DFBA9ED5172DD4FE4A45","1","ALTA","URCA","CAMPUS CRAJUBAR","Juazeiro do Norte","CE__Universidade_Regional_do_Cariri_URCA__PRESENCIAL__POLO__Campus_Crajubar__Juazeiro_do_Norte__2023__DOC0004.pdf","c:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\CE\CE__Universidade_Regional_do_Cariri_URCA__PRESENCIAL__POLO__Campus_Crajubar__Juazeiro_do_Norte__2023__DOC0004.pdf","NAO"
"CE","1CE3C6824B6079F483872A0E42A677C5C5C563C083D9BD3E38C14F71548F6B03","1","ALTA","UFC","Polo UAB - ARACATI","Aracati","CE__Instituto_Federal_de_Educacao_Ciencia_e_Tecnologia_do_Ceara_IFCE__PRESENCIAL__POLO__Campus_Caninde__Caninde__2018__DOC0011.pdf","c:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\CE\CE__Instituto_Federal_de_Educacao_Ciencia_e_Tecnologia_do_Ceara_IFCE__PRESENCIAL__POLO__Campus_Caninde__Caninde__2018__DOC0011.pdf","NAO"
"CE","250C8B7AEC1608E1DC1C49934AE9024ECFF850850EF7CB5DB41DEF4C7CBB46AB","1","ALTA","UECE","Local: Polo UAB de Canindé","Canindé","CE__Universidade_Regional_do_Cariri_URCA__PRESENCIAL__POLO__Unidade_Descentralizada_de_Campos_Sales__Campos_Sales__2019__DOC0007.pdf","c:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\CE\CE__Universidade_Regional_do_Cariri_URCA__PRESENCIAL__POLO__Unidade_Descentralizada_de_Campos_Sales__Campos_Sales__2019__DOC0007.pdf","NAO"
"CE","3B64942A59EFFDB6864C60FD670821E71F35AD70FC28589678FAE0E6941049F6","1","ALTA","IFCE","Pólo Meruoca","Meruoca","CE__Instituto_Federal_de_Educacao_Ciencia_e_Tecnologia_do_Ceara_IFCE__PRESENCIAL__POLO__Campus_Juazeiro_do_Norte__Juazeiro_do_Norte__2019__DOC0009.pdf","c:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\CE\CE__Instituto_Federal_de_Educacao_Ciencia_e_Tecnologia_do_Ceara_IFCE__PRESENCIAL__POLO__Campus_Juazeiro_do_Norte__Juazeiro_do_Norte__2019__DOC0009.pdf","NAO"
"CE","508B76B5B36886D9070432F2F5CF2465E743DE785D015F0CADD422A566F04066","1","ALTA","IFCE","Polo UAB - LIMOEIRO DO NORTE","Limoeiro do Norte","CE__Instituto_Federal_de_Educacao_Ciencia_e_Tecnologia_do_Ceara_IFCE__PRESENCIAL__POLO__Campus_Fortaleza__Fortaleza__2023__DOC0015.pdf","c:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\CE\CE__Instituto_Federal_de_Educacao_Ciencia_e_Tecnologia_do_Ceara_IFCE__PRESENCIAL__POLO__Campus_Fortaleza__Fortaleza__2023__DOC0015.pdf","NAO"
"CE","628966861DBE8FD7CF248ED1B9D81DD10C8CEDCEFA1F9FA8850AC96D9ACF0150","1","ALTA","UECE","PROFESSORA FRANCISCA EDITE COELHO SIMÃO","Pedra Branca","CE__Instituto_Federal_de_Educacao_Ciencia_e_Tecnologia_do_Ceara_IFCE__PRESENCIAL__POLO__Campus_Crateus__Crateus__2012__DOC0013.pdf","c:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\CE\CE__Instituto_Federal_de_Educacao_Ciencia_e_Tecnologia_do_Ceara_IFCE__PRESENCIAL__POLO__Campus_Crateus__Crateus__2012__DOC0013.pdf","NAO"
"CE","680D85732C61A362EE87C44F4C7A3FDBB602DBD0B62B42EDB2920218712F6A5A","1","ALTA","UNILAB","CAMPUS DAS AURORAS","Redenção","CE__Universidade_da_Integracao_Internacional_da_Lusofonia_Afro_Brasi__PRESENCIAL__POLO__Campus_das_Auroras__Redencao__2020__DOC0001.pdf","c:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\CE\CE__Universidade_da_Integracao_Internacional_da_Lusofonia_Afro_Brasi__PRESENCIAL__POLO__Campus_das_Auroras__Redencao__2020__DOC0001.pdf","NAO"
"CE","7BA65BC761752E37F131DA249467EB7B623E13013D932D7C7D58CB9170E9239D","16","ALTA","IFCE","Campus Cedro","Cedro","CE__Universidade_Estadual_do_Ceara_UECE__EAD__POLOS_16__Itarema_Lavras_da_Mangabeira_Piquet_Carneiro_Caninde_Quixeramobim_Quiterianopolis_Caucaia___NAO_ENCONTRADO__DOC0002.pdf","c:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\CE\CE__Universidade_Estadual_do_Ceara_UECE__EAD__POLOS_16__Itarema_Lavras_da_Mangabeira_Piquet_Carneiro_Caninde_Quixeramobim_Quiterianopolis_Caucaia___NAO_ENCONTRADO__DOC0002.pdf","SIM"
"CE","7BA65BC761752E37F131DA249467EB7B623E13013D932D7C7D58CB9170E9239D","16","ALTA","IFCE","Campus Maracanaú","Maracanaú","CE__Universidade_Estadual_do_Ceara_UECE__EAD__POLOS_16__Itarema_Lavras_da_Mangabeira_Piquet_Carneiro_Caninde_Quixeramobim_Quiterianopolis_Caucaia___NAO_ENCONTRADO__DOC0002.pdf","c:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\CE\CE__Universidade_Estadual_do_Ceara_UECE__EAD__POLOS_16__Itarema_Lavras_da_Mangabeira_Piquet_Carneiro_Caninde_Quixeramobim_Quiterianopolis_Caucaia___NAO_ENCONTRADO__DOC0002.pdf","SIM"
"CE","7BA65BC761752E37F131DA249467EB7B623E13013D932D7C7D58CB9170E9239D","16","ALTA","IFCE","Campus Maranguape","Maranguape","CE__Universidade_Estadual_do_Ceara_UECE__EAD__POLOS_16__Itarema_Lavras_da_Mangabeira_Piquet_Carneiro_Caninde_Quixeramobim_Quiterianopolis_Caucaia___NAO_ENCONTRADO__DOC0002.pdf","c:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\CE\CE__Universidade_Estadual_do_Ceara_UECE__EAD__POLOS_16__Itarema_Lavras_da_Mangabeira_Piquet_Carneiro_Caninde_Quixeramobim_Quiterianopolis_Caucaia___NAO_ENCONTRADO__DOC0002.pdf","SIM"
"CE","7BA65BC761752E37F131DA249467EB7B623E13013D932D7C7D58CB9170E9239D","16","ALTA","UECE","Academia do Professor Darcy Ribeiro","Fortaleza","CE__Universidade_Estadual_do_Ceara_UECE__EAD__POLOS_16__Itarema_Lavras_da_Mangabeira_Piquet_Carneiro_Caninde_Quixeramobim_Quiterianopolis_Caucaia___NAO_ENCONTRADO__DOC0002.pdf","c:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\CE\CE__Universidade_Estadual_do_Ceara_UECE__EAD__POLOS_16__Itarema_Lavras_da_Mangabeira_Piquet_Carneiro_Caninde_Quixeramobim_Quiterianopolis_Caucaia___NAO_ENCONTRADO__DOC0002.pdf","SIM"
"CE","7BA65BC761752E37F131DA249467EB7B623E13013D932D7C7D58CB9170E9239D","16","ALTA","UECE","BARBALHA - BURITI","Barbalha","CE__Universidade_Estadual_do_Ceara_UECE__EAD__POLOS_16__Itarema_Lavras_da_Mangabeira_Piquet_Carneiro_Caninde_Quixeramobim_Quiterianopolis_Caucaia___NAO_ENCONTRADO__DOC0002.pdf","c:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\CE\CE__Universidade_Estadual_do_Ceara_UECE__EAD__POLOS_16__Itarema_Lavras_da_Mangabeira_Piquet_Carneiro_Caninde_Quixeramobim_Quiterianopolis_Caucaia___NAO_ENCONTRADO__DOC0002.pdf","SIM"
"CE","7BA65BC761752E37F131DA249467EB7B623E13013D932D7C7D58CB9170E9239D","16","ALTA","UECE","CAMPUS DO ITAPERI","Fortaleza","CE__Universidade_Estadual_do_Ceara_UECE__EAD__POLOS_16__Itarema_Lavras_da_Mangabeira_Piquet_Carneiro_Caninde_Quixeramobim_Quiterianopolis_Caucaia___NAO_ENCONTRADO__DOC0002.pdf","c:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\CE\CE__Universidade_Estadual_do_Ceara_UECE__EAD__POLOS_16__Itarema_Lavras_da_Mangabeira_Piquet_Carneiro_Caninde_Quixeramobim_Quiterianopolis_Caucaia___NAO_ENCONTRADO__DOC0002.pdf","SIM"
"CE","7BA65BC761752E37F131DA249467EB7B623E13013D932D7C7D58CB9170E9239D","16","ALTA","UECE","Campus Quixadá","Quixadá","CE__Universidade_Estadual_do_Ceara_UECE__EAD__POLOS_16__Itarema_Lavras_da_Mangabeira_Piquet_Carneiro_Caninde_Quixeramobim_Quiterianopolis_Caucaia___NAO_ENCONTRADO__DOC0002.pdf","c:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\CE\CE__Universidade_Estadual_do_Ceara_UECE__EAD__POLOS_16__Itarema_Lavras_da_Mangabeira_Piquet_Carneiro_Caninde_Quixeramobim_Quiterianopolis_Caucaia___NAO_ENCONTRADO__DOC0002.pdf","SIM"
"CE","7BA65BC761752E37F131DA249467EB7B623E13013D932D7C7D58CB9170E9239D","16","ALTA","UECE","Escola Álvaro de Araújo Carneiro","Madalena","CE__Universidade_Estadual_do_Ceara_UECE__EAD__POLOS_16__Itarema_Lavras_da_Mangabeira_Piquet_Carneiro_Caninde_Quixeramobim_Quiterianopolis_Caucaia___NAO_ENCONTRADO__DOC0002.pdf","c:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\CE\CE__Universidade_Estadual_do_Ceara_UECE__EAD__POLOS_16__Itarema_Lavras_da_Mangabeira_Piquet_Carneiro_Caninde_Quixeramobim_Quiterianopolis_Caucaia___NAO_ENCONTRADO__DOC0002.pdf","SIM"
"CE","7BA65BC761752E37F131DA249467EB7B623E13013D932D7C7D58CB9170E9239D","16","ALTA","UECE","POLO ITAREMA","Itarema","CE__Universidade_Estadual_do_Ceara_UECE__EAD__POLOS_16__Itarema_Lavras_da_Mangabeira_Piquet_Carneiro_Caninde_Quixeramobim_Quiterianopolis_Caucaia___NAO_ENCONTRADO__DOC0002.pdf","c:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\CE\CE__Universidade_Estadual_do_Ceara_UECE__EAD__POLOS_16__Itarema_Lavras_da_Mangabeira_Piquet_Carneiro_Caninde_Quixeramobim_Quiterianopolis_Caucaia___NAO_ENCONTRADO__DOC0002.pdf","SIM"
"CE","7BA65BC761752E37F131DA249467EB7B623E13013D932D7C7D58CB9170E9239D","16","ALTA","UECE","Polo UAB - MAURITI","Mauriti","CE__Universidade_Estadual_do_Ceara_UECE__EAD__POLOS_16__Itarema_Lavras_da_Mangabeira_Piquet_Carneiro_Caninde_Quixeramobim_Quiterianopolis_Caucaia___NAO_ENCONTRADO__DOC0002.pdf","c:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\CE\CE__Universidade_Estadual_do_Ceara_UECE__EAD__POLOS_16__Itarema_Lavras_da_Mangabeira_Piquet_Carneiro_Caninde_Quixeramobim_Quiterianopolis_Caucaia___NAO_ENCONTRADO__DOC0002.pdf","SIM"
"CE","7BA65BC761752E37F131DA249467EB7B623E13013D932D7C7D58CB9170E9239D","16","ALTA","UFC","Campus UFC Quixadá","Quixadá","CE__Universidade_Estadual_do_Ceara_UECE__EAD__POLOS_16__Itarema_Lavras_da_Mangabeira_Piquet_Carneiro_Caninde_Quixeramobim_Quiterianopolis_Caucaia___NAO_ENCONTRADO__DOC0002.pdf","c:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\CE\CE__Universidade_Estadual_do_Ceara_UECE__EAD__POLOS_16__Itarema_Lavras_da_Mangabeira_Piquet_Carneiro_Caninde_Quixeramobim_Quiterianopolis_Caucaia___NAO_ENCONTRADO__DOC0002.pdf","SIM"
"CE","7BA65BC761752E37F131DA249467EB7B623E13013D932D7C7D58CB9170E9239D","16","ALTA","UFC","Fortaleza","Fortaleza","CE__Universidade_Estadual_do_Ceara_UECE__EAD__POLOS_16__Itarema_Lavras_da_Mangabeira_Piquet_Carneiro_Caninde_Quixeramobim_Quiterianopolis_Caucaia___NAO_ENCONTRADO__DOC0002.pdf","c:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\CE\CE__Universidade_Estadual_do_Ceara_UECE__EAD__POLOS_16__Itarema_Lavras_da_Mangabeira_Piquet_Carneiro_Caninde_Quixeramobim_Quiterianopolis_Caucaia___NAO_ENCONTRADO__DOC0002.pdf","SIM"
